"rt","response","trial_type","trial_index","plugin_version","time_elapsed","stimulus","nt","stim","resp","slider_start"
"2732","97","html-slider-response","175","2.0.0","638428","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","176","2.0.0","641630","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","83","[""move_it_M_A.txt"",""move_it_M_B.txt""]","[""move it"",""which one?""]",""
"3292","96","html-slider-response","177","2.0.0","644924","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","178","2.0.0","648126","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","84","[""go_overthere_M_A.txt"",""go_overthere_M_B.txt""]","[""go over there"",""look at<br>the floor""]",""
"3007","1","html-slider-response","179","2.0.0","651134","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","180","2.0.0","654337","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","85","[""imitate_me_M_A.txt"",""imitate_me_M_B.txt""]","[""pick up"",""imitate me""]",""
"2722","91","html-slider-response","181","2.0.0","657061","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1152","{}","survey-html-form","182","2.0.0","658215","","","","",""
"null","null","html-keyboard-response","183","2.0.0","661417","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","86","[""help_yourself_M_A.txt"",""help_yourself_M_B.txt""]","[""I am angry"",""help yourself""]",""
"2788","94","html-slider-response","184","2.0.0","664207","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","185","2.0.0","667409","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","87","[""this_tall_M_A.txt"",""this_tall_M_B.txt""]","[""give me"",""this tall""]",""
"2009","95","html-slider-response","186","2.0.0","669420","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","187","2.0.0","672622","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","88","[""I_am_happy_M_A.txt"",""I_am_happy_M_B.txt""]","[""move it"",""I am happy""]",""
"1902","97","html-slider-response","188","2.0.0","674526","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","189","2.0.0","677728","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","89","[""go_overthere_M_A.txt"",""go_overthere_M_B.txt""]","[""I am happy"",""go over there""]",""
"2278","97","html-slider-response","190","2.0.0","680008","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","191","2.0.0","683210","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","90","[""I_am_happy_M_A.txt"",""I_am_happy_M_B.txt""]","[""I am angry"",""I am happy""]",""
"2391","96","html-slider-response","192","2.0.0","685602","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","193","2.0.0","688804","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","91","[""I_am_happy_M_A.txt"",""I_am_happy_M_B.txt""]","[""I am happy"",""no""]",""
"2519","1","html-slider-response","194","2.0.0","691325","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","195","2.0.0","694528","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","92","[""imitate_me_M_A.txt"",""imitate_me_M_B.txt""]","[""I am angry"",""imitate me""]",""
"2618","97","html-slider-response","196","2.0.0","697147","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"42325","{}","survey-html-form","197","2.0.0","739473","","","","",""
"null","null","html-keyboard-response","198","2.0.0","742675","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","93","[""look_ceiling_M_A.txt"",""look_ceiling_M_B.txt""]","[""look at<br>the ceiling"",""I am angry""]",""
"2829","1","html-slider-response","199","2.0.0","745506","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","200","2.0.0","748708","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","94","[""go_overthere_M_A.txt"",""go_overthere_M_B.txt""]","[""go over there"",""look at<br>the ceiling""]",""
"2513","4","html-slider-response","201","2.0.0","751222","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","202","2.0.0","754424","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","95","[""help_yourself_M_A.txt"",""help_yourself_M_B.txt""]","[""help yourself"",""look at<br>the floor""]",""
"2690","4","html-slider-response","203","2.0.0","757116","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","204","2.0.0","760317","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","96","[""sit_down_M_A.txt"",""sit_down_M_B.txt""]","[""sit down"",""no""]",""
"2212","2","html-slider-response","205","2.0.0","762531","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","206","2.0.0","765734","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","97","[""go_overthere_M_A.txt"",""go_overthere_M_B.txt""]","[""move it"",""go over there""]",""
"3389","97","html-slider-response","207","2.0.0","769124","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","208","2.0.0","772326","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","98","[""put_down_M_A.txt"",""put_down_M_B.txt""]","[""put down"",""this tall""]",""
"2365","10","html-slider-response","209","2.0.0","774693","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","210","2.0.0","777894","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","99","[""look_ceiling_M_A.txt"",""look_ceiling_M_B.txt""]","[""look at<br>the ceiling"",""go over there""]",""
"2302","2","html-slider-response","211","2.0.0","780198","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1129","{}","survey-html-form","212","2.0.0","781329","","","","",""
"null","null","html-keyboard-response","213","2.0.0","784531","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","100","[""put_down_M_A.txt"",""put_down_M_B.txt""]","[""look at<br>the ceiling"",""put down""]",""
"3366","92","html-slider-response","214","2.0.0","787898","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","215","2.0.0","791101","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","101","[""come_closer_M_A.txt"",""come_closer_M_B.txt""]","[""move it"",""come closer""]",""
"1653","94","html-slider-response","216","2.0.0","792755","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","217","2.0.0","795957","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","102","[""I_am_angry_M_A.txt"",""I_am_angry_M_B.txt""]","[""I am angry"",""look at<br>the ceiling""]",""
"2244","4","html-slider-response","218","2.0.0","798202","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","219","2.0.0","801405","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","103","[""pick_up_M_A.txt"",""pick_up_M_B.txt""]","[""imitate me"",""pick up""]",""
"2657","92","html-slider-response","220","2.0.0","804064","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","221","2.0.0","807266","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","104","[""help_yourself_M_A.txt"",""help_yourself_M_B.txt""]","[""pick up"",""help yourself""]",""
"2666","94","html-slider-response","222","2.0.0","809933","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","223","2.0.0","813135","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","105","[""pick_up_M_A.txt"",""pick_up_M_B.txt""]","[""come closer"",""pick up""]",""
"2164","94","html-slider-response","224","2.0.0","815300","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","225","2.0.0","818503","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","106","[""look_floor_M_A.txt"",""look_floor_M_B.txt""]","[""look at<br>the floor"",""I am angry""]",""
"2210","6","html-slider-response","226","2.0.0","820714","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1169","{}","survey-html-form","227","2.0.0","821885","","","","",""
"null","null","html-keyboard-response","228","2.0.0","825086","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","107","[""come_closer_M_A.txt"",""come_closer_M_B.txt""]","[""come closer"",""put down""]",""
"2552","84","html-slider-response","229","2.0.0","827640","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","230","2.0.0","830843","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","108","[""sit_down_M_A.txt"",""sit_down_M_B.txt""]","[""look at<br>the floor"",""sit down""]",""
"2763","90","html-slider-response","231","2.0.0","833608","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","232","2.0.0","836810","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","109","[""imitate_me_M_A.txt"",""imitate_me_M_B.txt""]","[""imitate me"",""no""]",""
"2602","6","html-slider-response","233","2.0.0","839414","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","234","2.0.0","842617","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","110","[""go_overthere_M_A.txt"",""go_overthere_M_B.txt""]","[""I am angry"",""go over there""]",""
"2478","89","html-slider-response","235","2.0.0","845096","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","236","2.0.0","848298","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","111","[""move_over_M_A.txt"",""move_over_M_B.txt""]","[""sit down"",""move over""]",""
"4341","90","html-slider-response","237","2.0.0","852641","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","238","2.0.0","855843","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","112","[""move_it_M_A.txt"",""move_it_M_B.txt""]","[""move it"",""no""]",""
"3405","8","html-slider-response","239","2.0.0","859250","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","240","2.0.0","862452","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","113","[""no_M_A.txt"",""no_M_B.txt""]","[""no"",""this tall""]",""
"3374","3","html-slider-response","241","2.0.0","865828","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1477","{}","survey-html-form","242","2.0.0","867306","","","","",""
"null","null","html-keyboard-response","243","2.0.0","870508","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","114","[""this_tall_M_A.txt"",""this_tall_M_B.txt""]","[""this tall"",""imitate me""]",""
"2260","3","html-slider-response","244","2.0.0","872769","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","245","2.0.0","875972","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","115","[""I_am_happy_M_A.txt"",""I_am_happy_M_B.txt""]","[""help yourself"",""I am happy""]",""
"2685","98","html-slider-response","246","2.0.0","878658","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","247","2.0.0","881861","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","116","[""look_ceiling_M_A.txt"",""look_ceiling_M_B.txt""]","[""look at<br>the ceiling"",""give me""]",""
"2642","3","html-slider-response","248","2.0.0","884504","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","249","2.0.0","887707","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","117","[""I_am_angry_M_A.txt"",""I_am_angry_M_B.txt""]","[""I am angry"",""this tall""]",""
"2292","4","html-slider-response","250","2.0.0","890000","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","251","2.0.0","893202","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","118","[""pick_up_M_A.txt"",""pick_up_M_B.txt""]","[""help yourself"",""pick up""]",""
"3259","94","html-slider-response","252","2.0.0","896463","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","253","2.0.0","899664","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","119","[""I_am_angry_M_A.txt"",""I_am_angry_M_B.txt""]","[""help yourself"",""I am angry""]",""
"2309","96","html-slider-response","254","2.0.0","901975","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","255","2.0.0","905176","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","120","[""no_M_A.txt"",""no_M_B.txt""]","[""look at<br>the ceiling"",""no""]",""
"2808","92","html-slider-response","256","2.0.0","907986","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"249200","{}","survey-html-form","257","2.0.0","1157187","","","","",""
"null","null","html-keyboard-response","258","2.0.0","1160388","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","121","[""put_down_M_A.txt"",""put_down_M_B.txt""]","[""put down"",""no""]",""
"2587","4","html-slider-response","259","2.0.0","1162977","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","260","2.0.0","1166179","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","122","[""look_ceiling_M_A.txt"",""look_ceiling_M_B.txt""]","[""look at<br>the floor"",""look at<br>the ceiling""]",""
"3343","97","html-slider-response","261","2.0.0","1169524","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","262","2.0.0","1172727","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","123","[""sit_down_M_A.txt"",""sit_down_M_B.txt""]","[""I am happy"",""sit down""]",""
"2373","91","html-slider-response","263","2.0.0","1175102","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","264","2.0.0","1178303","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","124","[""sit_down_M_A.txt"",""sit_down_M_B.txt""]","[""put down"",""sit down""]",""
"1831","97","html-slider-response","265","2.0.0","1180136","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","266","2.0.0","1183338","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","125","[""I_am_angry_M_A.txt"",""I_am_angry_M_B.txt""]","[""I am angry"",""go over there""]",""
"2333","4","html-slider-response","267","2.0.0","1185673","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","268","2.0.0","1188876","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","126","[""put_down_M_A.txt"",""put_down_M_B.txt""]","[""put down"",""give me""]",""
"2567","3","html-slider-response","269","2.0.0","1191444","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","270","2.0.0","1194646","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","127","[""I_am_happy_M_A.txt"",""I_am_happy_M_B.txt""]","[""I am happy"",""put down""]",""
"1955","4","html-slider-response","271","2.0.0","1196603","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1161","{}","survey-html-form","272","2.0.0","1197765","","","","",""
"null","null","html-keyboard-response","273","2.0.0","1200967","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","128","[""sit_down_M_A.txt"",""sit_down_M_B.txt""]","[""sit down"",""help yourself""]",""
"2325","2","html-slider-response","274","2.0.0","1203294","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","275","2.0.0","1206495","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","129","[""go_overthere_M_A.txt"",""go_overthere_M_B.txt""]","[""go over there"",""sit down""]",""
"2528","2","html-slider-response","276","2.0.0","1209026","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","277","2.0.0","1212227","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","130","[""look_ceiling_M_A.txt"",""look_ceiling_M_B.txt""]","[""look at<br>the ceiling"",""put down""]",""
"2472","2","html-slider-response","278","2.0.0","1214701","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","279","2.0.0","1217903","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","131","[""look_ceiling_M_A.txt"",""look_ceiling_M_B.txt""]","[""look at<br>the ceiling"",""imitate me""]",""
"1733","2","html-slider-response","280","2.0.0","1219638","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","281","2.0.0","1222840","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","132","[""this_tall_M_A.txt"",""this_tall_M_B.txt""]","[""this tall"",""which one?""]",""
"2277","2","html-slider-response","282","2.0.0","1225119","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","283","2.0.0","1228322","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","133","[""move_over_M_A.txt"",""move_over_M_B.txt""]","[""go over there"",""move over""]",""
"4064","80","html-slider-response","284","2.0.0","1232392","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","285","2.0.0","1235597","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","134","[""move_it_M_A.txt"",""move_it_M_B.txt""]","[""give me"",""move it""]",""
"2838","85","html-slider-response","286","2.0.0","1238438","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1770","{}","survey-html-form","287","2.0.0","1240210","","","","",""
"null","null","html-keyboard-response","288","2.0.0","1243413","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","135","[""help_yourself_M_A.txt"",""help_yourself_M_B.txt""]","[""imitate me"",""help yourself""]",""
"2188","90","html-slider-response","289","2.0.0","1245604","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","290","2.0.0","1248808","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","136","[""put_down_M_A.txt"",""put_down_M_B.txt""]","[""imitate me"",""put down""]",""
"2553","87","html-slider-response","291","2.0.0","1251363","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","292","2.0.0","1254566","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","137","[""sit_down_M_A.txt"",""sit_down_M_B.txt""]","[""move over"",""sit down""]",""
"2576","82","html-slider-response","293","2.0.0","1257145","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","294","2.0.0","1260347","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","138","[""imitate_me_M_A.txt"",""imitate_me_M_B.txt""]","[""imitate me"",""come closer""]",""
"3048","7","html-slider-response","295","2.0.0","1263398","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","296","2.0.0","1266601","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","139","[""look_floor_M_A.txt"",""look_floor_M_B.txt""]","[""look at<br>the floor"",""move over""]",""
"3113","10","html-slider-response","297","2.0.0","1269715","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","298","2.0.0","1272918","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","140","[""pick_up_M_A.txt"",""pick_up_M_B.txt""]","[""look at<br>the ceiling"",""pick up""]",""
"2446","98","html-slider-response","299","2.0.0","1275366","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","300","2.0.0","1278569","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","141","[""imitate_me_M_A.txt"",""imitate_me_M_B.txt""]","[""put down"",""imitate me""]",""
"2279","87","html-slider-response","301","2.0.0","1280850","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1632","{}","survey-html-form","302","2.0.0","1282484","","","","",""
"null","null","html-keyboard-response","303","2.0.0","1285686","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","142","[""look_ceiling_M_A.txt"",""look_ceiling_M_B.txt""]","[""move it"",""look at<br>the ceiling""]",""
"2021","95","html-slider-response","304","2.0.0","1287709","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","305","2.0.0","1290912","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","143","[""look_floor_M_A.txt"",""look_floor_M_B.txt""]","[""look at<br>the floor"",""help yourself""]",""
"2073","8","html-slider-response","306","2.0.0","1292986","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","307","2.0.0","1296188","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","144","[""look_floor_M_A.txt"",""look_floor_M_B.txt""]","[""look at<br>the floor"",""pick up""]",""
"2553","8","html-slider-response","308","2.0.0","1298743","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","309","2.0.0","1301946","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","145","[""give_me_M_A.txt"",""give_me_M_B.txt""]","[""give me"",""put down""]",""
"2673","11","html-slider-response","310","2.0.0","1304621","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","311","2.0.0","1307825","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","146","[""look_ceiling_M_A.txt"",""look_ceiling_M_B.txt""]","[""look at<br>the ceiling"",""I am happy""]",""
"1982","6","html-slider-response","312","2.0.0","1309809","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","313","2.0.0","1313011","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","147","[""which_one_M_A.txt"",""which_one_M_B.txt""]","[""I am angry"",""which one?""]",""
"2098","91","html-slider-response","314","2.0.0","1315111","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","315","2.0.0","1318314","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","148","[""move_it_M_A.txt"",""move_it_M_B.txt""]","[""put down"",""move it""]",""
"2511","86","html-slider-response","316","2.0.0","1320826","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1104","{}","survey-html-form","317","2.0.0","1321932","","","","",""
"null","null","html-keyboard-response","318","2.0.0","1325134","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","149","[""look_floor_M_A.txt"",""look_floor_M_B.txt""]","[""look at<br>the floor"",""put down""]",""
